GeneID,gene.rank.h,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G67025,30.8673946004392,AT1G67025,1,-1,protein_coding,na
AT5G19700,30.8397996038366,DTX52,5,-1,protein_coding,na
AT1G07025,30.8105051187064,AT1G07025,1,-1,protein_coding,na
AT4G26460,30.7154464009135,AT4G26460,4,1,protein_coding,na
AT3G29690,30.6606213010591,AT3G29690,3,-1,protein_coding,na
AT1G62690,30.6405547663663,AT1G62690,1,-1,protein_coding,na
AT1G31270,30.551120160175,AT1G31270,1,1,protein_coding,na
AT3G56970,30.309373437495,ORG2,3,-1,transcription_factor,bHLH
AT2G41240,30.3001080810491,BHLH100,2,-1,transcription_factor,bHLH
AT2G11810,30.2907946661946,MGD3,2,1,protein_coding,na
AT1G63340,30.2874152568931,AT1G63340,1,-1,protein_coding,na
AT5G19470,30.2474192879908,NUDT24,5,1,protein_coding,na
AT5G09570,30.1031614652191,AT5G09570,5,1,protein_coding,na
AT3G17370,30.0001176639841,AT3G17370,3,-1,protein_coding,na
AT4G38310,29.9747250273825,AT4G38310,4,1,protein_coding,na
AT1G08170,29.9363368777628,AT1G08170,1,-1,protein_coding,na
AT4G26485,29.8249088923233,AT4G26485,4,-1,protein_coding,na
AT1G60530,29.8215574408556,DRP4A,1,1,protein_coding,na
AT3G60790,29.8135729311606,AT3G60790,3,1,protein_coding,na
AT1G23110,29.7608703694886,AT1G23110,1,-1,protein_coding,na
AT2G46880,29.6957814740273,PAP14,2,-1,protein_coding,na
AT3G32400,29.6390408872222,FH17,3,-1,protein_coding,na
AT3G57740,29.5286176564887,AT3G57740,3,1,protein_coding,na
AT4G18620,29.4521431097182,PYL13,4,1,protein_coding,na
AT2G36760,29.4478953388903,UGT73C2,2,-1,protein_coding,na
AT4G10670,29.3955929065902,GTC2,4,1,protein_coding,na
AT5G33406,29.3089359051286,AT5G33406,5,-1,protein_coding,na
AT2G44581,29.2841876579015,AT2G44581,2,-1,protein_coding,na
AT2G01554,29.2461492434427,AT2G01554,2,1,protein_coding,na
AT4G27530,29.1444374701399,AT4G27530,4,1,protein_coding,na
AT3G07620,28.8759278731271,AT3G07620,3,-1,protein_coding,na
AT2G31215,28.8475115372588,BHLH138,2,1,transcription_factor,bHLH
AT5G28450,28.8087311646165,AT5G28450,5,-1,protein_coding,na
AT5G05020,28.8028088965095,AT5G05020,5,-1,protein_coding,na
AT3G44460,28.8009661013491,DPBF2,3,-1,transcription_factor,bZIP
AT2G28920,28.747548377947,AT2G28920,2,1,transcription_factor,C3H
AT1G20735,28.6908724004967,AT1G20735,1,1,protein_coding,na
AT4G25350,28.4333775345595,PHO1-H4,4,-1,protein_coding,na
AT1G70910,28.3934153343239,DEP,1,1,transcription_factor,C3H
AT1G05894,28.3912489188595,AT1G05894,1,1,protein_coding,na
AT5G27340,28.3399461218807,AT5G27340,5,1,protein_coding,na
AT3G61571,28.2755599448342,AT3G61571,3,-1,protein_coding,na
AT2G45135,28.2593427750306,AT2G45135,2,1,protein_coding,na
AT5G02730,28.1595667839126,AT5G02730,5,1,protein_coding,na
AT5G24550,28.1177466627942,BGLU32,5,-1,protein_coding,na
AT5G05365,28.1123974498302,AT5G05365,5,1,protein_coding,na
AT4G27920,28.0956151242502,PYL10,4,1,protein_coding,na
AT2G30760,28.0302631532976,AT2G30760,2,-1,protein_coding,na
AT1G01810,27.9829788205204,AT1G01810,1,1,protein_coding,na
AT2G18690,27.9828244533298,AT2G18690,2,1,protein_coding,na
AT5G20790,27.9124119442362,AT5G20790,5,-1,protein_coding,na
AT1G12211,27.7818088414217,AT1G12211,1,-1,protein_coding,na
AT1G48940,27.7695384529306,ENODL6,1,-1,protein_coding,na
AT5G46350,27.7504933269194,WRKY8,5,-1,transcription_factor,WRKY
AT5G07930,27.6041412037261,MCT2,5,1,protein_coding,na
AT2G34230,27.5828368259306,AT2G34230,2,1,transcription_factor,C2H2
AT2G14580,27.5371379495717,PRB1,2,-1,protein_coding,na
AT5G13080,27.415177880636,WRKY75,5,-1,transcription_factor,WRKY
AT4G24890,27.3668935742075,PAP24,4,-1,protein_coding,na
AT4G09120,27.3664517016643,ATL36,4,1,protein_coding,na
AT1G13608,27.3631126495151,AT1G13608,1,1,protein_coding,na
AT1G79960,27.2313775245857,OFP14,1,-1,protein_coding,na
AT1G50650,27.198654801278,KRS,1,-1,protein_coding,na
AT2G30300,27.1965449243217,AT2G30300,2,1,protein_coding,na
AT1G04380,27.0034041005879,AT1G04380,1,-1,protein_coding,na
AT4G28350,26.915578910588,LECRK72,4,1,protein_coding,na
AT1G69540,26.8944257791642,AGL94,1,-1,transcription_factor,MADS
AT1G26140,26.8905429010671,AT1G26140,1,-1,protein_coding,na
AT5G04210,26.8281944403397,AT5G04210,5,-1,protein_coding,na
AT1G68238,26.7667128340649,AT1G68238,1,1,protein_coding,na
AT3G28415,26.7402461417836,ABCB22,3,-1,protein_coding,na
AT4G20900,26.6568823154879,MS5,4,-1,protein_coding,na
AT1G01060,26.6202244301861,LHY,1,-1,transcription_factor,MYB-related
AT2G23570,26.6022180508916,MES19,2,-1,protein_coding,na
AT4G36590,26.5792875232797,AT4G36590,4,-1,transcription_factor,MADS
AT2G36695,26.4910805454885,AT2G36695,2,1,protein_coding,na
AT1G51870,26.4127218628279,AT1G51870,1,-1,protein_coding,na
AT1G73010,26.4029430937904,PS2,1,-1,protein_coding,na
AT4G03443,26.3612551297309,AT4G03443,4,1,protein_coding,na
AT3G22830,26.3580809744436,HSFA6B,3,1,transcription_factor,HSF
AT4G21250,26.3420494241727,AT4G21250,4,1,protein_coding,na
AT3G50260,26.3295230814647,ERF011,3,1,transcription_factor,AP2-EREBP
AT3G24120,26.2949901983522,AT3G24120,3,-1,transcription_factor,G2-like
AT1G66490,26.264160327939,AT1G66490,1,-1,protein_coding,na
AT1G55546,26.2212927896632,AT1G55546,1,1,protein_coding,na
AT2G23190,26.1978764880794,CYP81D7,2,1,protein_coding,na
AT5G14560,26.1613960204683,AT5G14560,5,1,protein_coding,na
AT2G26960,26.0575148797426,AtMYB81,2,-1,transcription_factor,MYB
AT3G54150,26.0428399062923,AT3G54150,3,-1,protein_coding,na
AT3G10430,26.0304042603563,AT3G10430,3,-1,protein_coding,na
AT1G23465,25.9323475481285,AT1G23465,1,1,protein_coding,na
AT1G20795,25.893062016815,AT1G20795,1,-1,protein_coding,na
AT2G24255,25.8906136734933,AT2G24255,2,-1,protein_coding,na
AT3G46666,25.8873108890111,AT3G46666,3,-1,protein_coding,na
AT1G69630,25.8700294582028,FBL13,1,-1,protein_coding,na
AT3G01990,25.8474557297171,ACR6,3,1,protein_coding,na
AT4G28815,25.8115504153809,BHLH127,4,1,transcription_factor,bHLH
AT1G30455,25.7781426700137,AT1G30455,1,1,protein_coding,na
AT1G21120,25.680867256297,AT1G21120,1,-1,protein_coding,na
AT4G03175,25.6678344594248,AT4G03175,4,-1,protein_coding,na
AT4G13480,25.6505272326157,AtMYB79,4,1,transcription_factor,MYB
AT5G08460,25.6444359056592,AT5G08460,5,1,protein_coding,na
AT2G37430,25.6135678272123,ZAT11,2,1,transcription_factor,C2H2
AT3G06870,25.6025969285586,AT3G06870,3,-1,protein_coding,na
AT2G22860,25.57729147794,PSK2,2,1,protein_coding,na
AT4G28365,25.4716467441601,ENODL3,4,-1,protein_coding,na
AT5G37050,25.4633075278406,AT5G37050,5,-1,protein_coding,na
AT4G05091,25.4371087147194,AT4G05091,4,1,protein_coding,na
AT4G04423,25.3928511871483,AT4G04423,4,1,protein_coding,na
AT3G03260,25.390399525047,HDG8,3,-1,transcription_factor,Homeobox
AT1G49640,25.3805709000324,CXE3,1,-1,protein_coding,na
AT1G52530,25.3426946261894,AT1G52530,1,1,protein_coding,na
AT1G27570,25.3386832022045,AT1G27570,1,1,protein_coding,na
AT5G41610,25.3310697531751,CHX18,5,-1,protein_coding,na
AT1G78840,25.2665604560733,AT1G78840,1,-1,protein_coding,na
AT4G31940,25.2402444769118,CYP82C4,4,1,protein_coding,na
AT2G21237,25.2154946100356,AT2G21237,2,-1,protein_coding,na
AT3G50610,25.1418423985418,CEP9,3,-1,protein_coding,na
AT3G15740,25.1391572493583,AT3G15740,3,-1,transcription_factor,C3H
AT1G24580,25.030403460265,AT1G24580,1,1,protein_coding,na
AT2G29100,25.025839690514,ATGLR2.9,2,-1,protein_coding,na
AT5G41470,24.9796797587342,AT5G41470,5,1,protein_coding,na
AT5G42325,24.971110280347,AT5G42325,5,-1,protein_coding,na
AT5G11080,24.8487279048574,AT5G11080,5,-1,protein_coding,na
AT1G64010,24.788725319859,AT1G64010,1,-1,protein_coding,na
AT3G26445,24.7830901259626,AT3G26445,3,-1,protein_coding,na
AT1G75920,24.77527814357,AT1G75920,1,1,protein_coding,na
AT5G26673,24.7270006777427,AT5G26673,5,1,protein_coding,na
AT5G22794,24.7154915603186,AT5G22794,5,1,protein_coding,na
AT4G09690,24.6727364596331,AT4G09690,4,1,protein_coding,na
AT3G26930,24.626737403677,AT3G26930,3,1,protein_coding,na
AT3G16130,24.5899126873524,ATROPGEF13,3,1,protein_coding,na
AT2G27280,24.5541060957409,AT2G27280,2,-1,protein_coding,na
AT1G18265,24.4846980463563,AT1G18265,1,-1,protein_coding,na
AT4G36460,24.4752455360638,AT4G36460,4,-1,protein_coding,na
AT2G45350,24.4535750083947,CRR4,2,-1,protein_coding,na
AT2G02250,24.414307451059,PP2B2,2,-1,protein_coding,na
AT1G24388,24.3762075441086,AT1G24388,1,-1,protein_coding,na
AT5G27020,24.3757879991913,AT5G27020,5,1,protein_coding,na
AT3G02390,24.3693340959814,AT3G02390,3,1,protein_coding,na
AT5G06400,24.3277784420063,AT5G06400,5,1,protein_coding,na
AT1G07520,24.2948812876943,AT1G07520,1,-1,transcription_factor,GRAS
AT2G18969,24.2895521621349,AT2G18969,2,-1,protein_coding,na
AT3G56660,24.2869151385854,BZIP49,3,-1,transcription_factor,bZIP
AT1G47770,24.2389505985147,AT1G47770,1,1,protein_coding,na
AT2G36985,24.2289357966755,ROT4,2,-1,protein_coding,na
AT2G19710,24.1920005195251,AT2G19710,2,1,protein_coding,na
AT4G08990,24.1857343330693,MET2,4,1,protein_coding,na
AT5G38750,24.1316823203118,AT5G38750,5,1,protein_coding,na
AT1G02610,24.1168523583589,AT1G02610,1,-1,protein_coding,na
AT1G64020,24.027233159753,AT1G64020,1,-1,protein_coding,na
AT4G18720,24.0123415126443,AT4G18720,4,1,protein_coding,na
AT1G71420,23.9928635843765,PCMP-H70,1,-1,protein_coding,na
AT4G28088,23.9838920822169,AT4G28088,4,-1,protein_coding,na
AT3G45000,23.9776381862521,VPS24-2,3,1,protein_coding,na
AT5G22150,23.9521800488549,AT5G22150,5,1,protein_coding,na
AT5G41320,23.944307249933,AT5G41320,5,1,protein_coding,na
AT5G03545,23.85958568585,AT4,5,1,protein_coding,na
AT5G07070,23.8366210091497,CIPK2,5,-1,protein_coding,na
AT1G47920,23.8307389364918,AT1G47920,1,1,protein_coding,na
AT4G36100,23.8210806721075,AT4G36100,4,1,protein_coding,na
AT1G07870,23.7886611437611,AT1G07870,1,-1,protein_coding,na
AT1G02250,23.7833131274014,NAC005,1,-1,transcription_factor,NAC
AT4G02720,23.7777778330213,AT4G02720,4,-1,protein_coding,na
AT4G31800,23.7706625480973,WRKY18,4,1,transcription_factor,WRKY
AT3G15200,23.7632191535913,AT3G15200,3,-1,protein_coding,na
AT4G18450,23.7607965493189,ERF091,4,-1,transcription_factor,AP2-EREBP
AT1G55770,23.7467091276631,AT1G55770,1,-1,protein_coding,na
AT4G38825,23.7413761699375,AT4G38825,4,1,protein_coding,na
AT1G67520,23.6894766283776,AT1G67520,1,-1,protein_coding,na
AT1G55720,23.6463682578193,ATCAX6,1,-1,protein_coding,na
AT2G21010,23.6214546890076,AT2G21010,2,1,protein_coding,na
AT5G41860,23.6057453813692,AT5G41860,5,1,protein_coding,na
AT4G17710,23.5843487960839,HDG4,4,-1,transcription_factor,Homeobox
AT2G02340,23.5778456800263,PP2B8,2,-1,protein_coding,na
AT3G59190,23.5718089079729,AT3G59190,3,1,protein_coding,na
AT3G28470,23.5317532987519,MYB35,3,-1,transcription_factor,MYB
AT5G26320,23.5105721393899,AT5G26320,5,1,protein_coding,na
AT1G02710,23.506144406727,AT1G02710,1,-1,protein_coding,na
AT1G52415,23.4843044959738,AT1G52415,1,1,protein_coding,na
AT5G09640,23.478768360399,SCPL19,5,1,protein_coding,na
AT4G17920,23.4724512887588,ATL29,4,-1,protein_coding,na
AT1G11560,23.4427379964972,OST3A,1,1,protein_coding,na
AT5G07780,23.4199918584545,FH19,5,1,protein_coding,na
AT4G13885,23.35564438277,AT4G13885,4,-1,protein_coding,na
AT3G45670,23.3357351913141,AT3G45670,3,1,protein_coding,na
AT4G40020,23.3164813942358,AT4G40020,4,-1,protein_coding,na
AT2G34540,23.2929984684961,AT2G34540,2,1,protein_coding,na
AT4G32208,23.2858856135709,AT4G32208,4,-1,protein_coding,na
AT1G76170,23.2415536234794,AT1G76170,1,-1,protein_coding,na
AT1G59865,23.203330835669,AT1G59865,1,-1,protein_coding,na
AT4G37022,23.1973475473849,AT4G37022,4,1,protein_coding,na
AT1G59590,23.1936877786607,ZCF37,1,1,protein_coding,na
AT1G13310,23.1818055026923,AT1G13310,1,-1,protein_coding,na
AT3G08636,23.1799698467986,AT3G08636,3,1,protein_coding,na
AT2G04860,23.1647504194026,PCMP-E74,2,-1,protein_coding,na
AT1G63550,23.1357107510017,CRRSP9,1,1,protein_coding,na
AT1G08315,23.0892818373461,AT1G08315,1,-1,protein_coding,na
AT1G76590,23.0457775748626,AT1G76590,1,1,protein_coding,na
AT1G26890,22.9723257736389,AT1G26890,1,1,protein_coding,na
AT3G45130,22.9203445625453,LAS1,3,-1,protein_coding,na
AT5G11190,22.9173865039228,SHN2,5,1,transcription_factor,AP2-EREBP
AT1G47400,22.9080380695154,AT1G47400,1,1,protein_coding,na
AT1G47395,22.8526188104784,AT1G47395,1,1,protein_coding,na
AT1G72060,22.8510908663621,AT1G72060,1,1,protein_coding,na
AT4G21390,22.8211395660585,B120,4,-1,protein_coding,na
AT2G15130,22.817702464072,AT2G15130,2,1,protein_coding,na
AT2G03770,22.7859652564847,SOT13,2,-1,protein_coding,na
AT5G11970,22.7615701922956,AT5G11970,5,-1,protein_coding,na
AT2G13960,22.7592097720719,AT2G13960,2,1,transcription_factor,MYB-related
AT5G25930,22.7319093374149,AT5G25930,5,1,protein_coding,na
AT2G30680,22.6982150458875,AT2G30680,2,1,protein_coding,na
AT1G33102,22.6872032065817,AT1G33102,1,-1,protein_coding,na
AT2G31100,22.6759001833176,AT2G31100,2,-1,nontranslating_CDS,na
AT1G03445,22.6251628891771,BSU1,1,-1,protein_coding,na
AT2G10975,22.6123434872216,AT2G10975,2,1,protein_coding,na
AT4G11690,22.6084387043778,AT4G11690,4,1,protein_coding,na
AT3G20880,22.6007298894631,WIP4,3,-1,transcription_factor,C2H2
AT1G80320,22.5902885666616,AT1G80320,1,1,protein_coding,na
AT1G74360,22.5808010893992,AT1G74360,1,1,protein_coding,na
AT4G08760,22.5651395612584,AT4G08760,4,-1,protein_coding,na
AT1G65130,22.556989308449,AT1G65130,1,-1,transcription_factor,C2H2
AT3G47100,22.5236813382288,AT3G47100,3,1,protein_coding,na
AT2G30730,22.522673554551,AT2G30730,2,1,protein_coding,na
AT5G07640,22.5199436354486,AT5G07640,5,1,protein_coding,na
AT3G10815,22.5193501970378,AT3G10815,3,-1,protein_coding,na
AT1G79100,22.4954621174399,AT1G79100,1,1,protein_coding,na
AT1G29420,22.4187386417726,AT1G29420,1,-1,protein_coding,na
AT5G10605,22.3972533107831,AT5G10605,5,-1,protein_coding,na
AT4G01250,22.3897249629243,WRKY22,4,-1,transcription_factor,WRKY
AT5G16360,22.3811448956243,AT5G16360,5,-1,protein_coding,na
AT5G09805,22.360386522965,IDL3,5,1,protein_coding,na
AT5G65130,22.350236721034,AT5G65130,5,1,transcription_factor,AP2-EREBP
AT3G10590,22.3422114932184,AT3G10590,3,-1,transcription_factor,MYB-related
AT1G08430,22.3370594667623,ALMT1,1,1,protein_coding,na
AT3G25577,22.3164840992611,AT3G25577,3,1,protein_coding,na
AT4G18422,22.3001137297786,AT4G18422,4,-1,protein_coding,na
AT2G23348,22.2998898925515,AT2G23348,2,-1,protein_coding,na
AT2G46840,22.2806690650446,DUF4,2,-1,protein_coding,na
AT1G64561,22.2793841100733,AT1G64561,1,-1,protein_coding,na
AT1G76350,22.2505877757528,NLP5,1,1,transcription_factor,NLP
AT2G23945,22.2434962349248,AT2G23945,2,-1,protein_coding,na
AT1G59790,22.2398339789002,AT1G59790,1,1,protein_coding,na
AT3G15750,22.2381815850299,AT3G15750,3,1,protein_coding,na
AT3G11020,22.2359901237085,DREB2B,3,1,transcription_factor,AP2-EREBP
AT3G44713,22.2023497069179,AT3G44713,3,1,protein_coding,na
AT3G30725,22.1935206260045,GDU6,3,1,protein_coding,na
AT4G11470,22.1847692368237,CRK31,4,1,protein_coding,na
AT4G26090,22.1316834132528,RPS2,4,1,protein_coding,na
AT1G77010,22.0993638827924,PCMP-E5,1,1,protein_coding,na
AT1G21620,22.0862794400132,APUM20,1,1,protein_coding,na
AT2G34185,22.0728141205082,AT2G34185,2,1,protein_coding,na
AT1G77790,22.032250662498,AT1G77790,1,-1,protein_coding,na
AT5G25910,22.0194540235071,AtRLP52,5,1,protein_coding,na
AT3G19700,22.0046251772939,IKU2,3,1,protein_coding,na
AT2G44250,21.9991247921891,AT2G44250,2,1,protein_coding,na
AT1G09860,21.9566846475575,PUP16,1,-1,protein_coding,na
AT5G18360,21.95375315661,AT5G18360,5,-1,protein_coding,na
AT4G03565,21.9269061653254,AT4G03565,4,1,protein_coding,na
AT1G13260,21.9153735242612,RAV1,1,1,transcription_factor,RAV
AT1G67210,21.9094165629737,AT1G67210,1,1,protein_coding,na
AT5G04340,21.8822857076243,ZAT6,5,-1,transcription_factor,C2H2
AT4G21192,21.8780720157094,AT4G21192,4,1,protein_coding,na
AT5G09700,21.8776937629704,AT5G09700,5,-1,protein_coding,na
AT2G47844,21.8705415796263,AT2G47844,2,1,protein_coding,na
AT1G68230,21.8628634934956,RTNLB14,1,1,protein_coding,na
AT3G27540,21.8530346353054,AT3G27540,3,1,protein_coding,na
AT2G34580,21.8249260664965,AT2G34580,2,-1,protein_coding,na
AT1G48400,21.8215761685111,AT1G48400,1,-1,protein_coding,na
AT2G16360,21.8189822406308,AT2G16360,2,-1,protein_coding,na
AT5G60130,21.8183048388795,AT5G60130,5,-1,protein_coding,na
AT2G29150,21.8136927774919,AT2G29150,2,-1,protein_coding,na
AT1G78922,21.7980293230488,AT1G78922,1,-1,protein_coding,na
AT2G21350,21.7879462986265,AT2G21350,2,-1,protein_coding,na
AT3G22860,21.7851959561805,TIF3C2,3,-1,protein_coding,na
AT3G18720,21.7747424992814,AT3G18720,3,-1,protein_coding,na
AT1G10710,21.7680610140259,PHS1,1,1,protein_coding,na
AT1G01355,21.7546711318298,AT1G01355,1,1,protein_coding,na
AT3G24929,21.7398584371872,AT3G24929,3,1,protein_coding,na
AT5G12990,21.7211574020469,CLE40,5,-1,protein_coding,na
AT1G67220,21.7100600662519,HAC2,1,1,protein_coding,na
AT5G24600,21.6803276612878,AT5G24600,5,-1,protein_coding,na
AT5G21030,21.6743801334431,AT5G21030,5,-1,protein_coding,na
AT5G23170,21.6726177758711,AT5G23170,5,-1,protein_coding,na
AT1G49520,21.6702642432873,AT1G49520,1,1,protein_coding,na
AT2G33390,21.6562529843166,AT2G33390,2,1,protein_coding,na
AT2G27402,21.6271293344318,AT2G27402,2,1,protein_coding,na
AT3G44790,21.6219959776272,AT3G44790,3,1,protein_coding,na
AT4G02040,21.6006830530375,AT4G02040,4,1,protein_coding,na
AT2G21510,21.5904557187046,AT2G21510,2,-1,protein_coding,na
AT3G62380,21.584942622549,AT3G62380,3,-1,protein_coding,na
AT4G14165,21.553588169992,AT4G14165,4,-1,protein_coding,na
AT1G48530,21.531006516662,AT1G48530,1,-1,protein_coding,na
AT5G11250,21.5300855593974,AT5G11250,5,-1,protein_coding,na
AT2G24040,21.5118776558461,AT2G24040,2,1,protein_coding,na
AT5G15581,21.5009776511174,AT5G15581,5,1,protein_coding,na
AT1G80960,21.4997372447505,AT1G80960,1,1,protein_coding,na
AT1G29600,21.4972938585032,AT1G29600,1,1,transcription_factor,C2H2
AT1G34180,21.4876250549899,anac016,1,1,transcription_factor,NAC
AT2G40000,21.4803921648628,HSPRO2,2,-1,protein_coding,na
AT3G46600,21.4401027967866,SCL30,3,1,transcription_factor,GRAS
AT3G11165,21.4380721640447,AT3G11165,3,-1,protein_coding,na
AT4G37608,21.4324419823292,AT4G37608,4,1,protein_coding,na
AT1G16850,21.4294314723973,AT1G16850,1,-1,protein_coding,na
AT4G20370,21.4273851573883,TSF,4,-1,protein_coding,na
AT1G05340,21.4020988847021,AT1G05340,1,-1,protein_coding,na
AT2G20030,21.3835010988362,ATL12,2,1,transcription_factor,C3H
AT1G44130,21.3497307312762,AT1G44130,1,-1,protein_coding,na
AT2G04380,21.343139828626,AT2G04380,2,1,protein_coding,na
AT5G43090,21.3298054408737,APUM13,5,1,protein_coding,na
AT3G55910,21.3044406474558,AT3G55910,3,1,protein_coding,na
AT1G55010,21.302495723252,PDF1.5,1,1,protein_coding,na
AT1G52430,21.2928335988727,AT1G52430,1,-1,transcription_factor,C2H2
AT1G18200,21.291949805648,RABA6B,1,-1,protein_coding,na
AT1G13530,21.2786369040856,AT1G13530,1,-1,protein_coding,na
AT4G27410,21.2712746458334,RD26,4,-1,transcription_factor,NAC
AT4G16960,21.2674360408169,AT4G16960,4,-1,protein_coding,na
AT3G13430,21.2543327629798,AT3G13430,3,1,protein_coding,na
AT2G01730,21.2470183410383,CPSF73-II,2,1,protein_coding,na
AT1G71150,21.2346373467325,AT1G71150,1,1,protein_coding,na
AT5G42710,21.225166332466,AT5G42710,5,1,protein_coding,na
AT5G26720,21.2248634676004,AT5G26720,5,1,protein_coding,na
AT4G19550,21.2228653408883,AT4G19550,4,-1,protein_coding,na
AT5G11140,21.2203529918385,AT5G11140,5,1,protein_coding,na
AT2G17210,21.206856499824,PCMP-E77,2,-1,protein_coding,na
AT2G05270,21.2010068028142,AT2G05270,2,-1,protein_coding,na
AT2G19550,21.1871627342052,AT2G19550,2,-1,protein_coding,na
AT5G38150,21.1736843236178,PMI15,5,-1,protein_coding,na
AT3G52450,21.1537579139887,PUB22,3,-1,protein_coding,na
AT5G25290,21.1525197192452,AT5G25290,5,1,protein_coding,na
AT3G19620,21.1502225103102,BXL5,3,-1,protein_coding,na
AT3G57920,21.14692216754,SPL15,3,-1,transcription_factor,SBP
AT1G27730,21.1236267933922,ZAT10,1,-1,transcription_factor,C2H2
AT2G40095,21.120295853346,AT2G40095,2,1,protein_coding,na
AT1G55390,21.115440322172,AT1G55390,1,-1,protein_coding,na
AT5G27130,21.0946202525574,AGL39,5,1,transcription_factor,MADS
AT5G09470,21.0662886216541,PUMP6,5,-1,protein_coding,na
AT5G06100,21.0334275713983,MYB33,5,1,transcription_factor,MYB
AT1G15890,21.0311035387881,AT1G15890,1,1,protein_coding,na
AT1G74700,21.0255069566433,TRZ1,1,1,protein_coding,na
AT1G12600,21.0219642298922,UTR4,1,-1,protein_coding,na
AT4G31230,21.0166961411401,AT4G31230,4,-1,protein_coding,na
AT2G39920,20.997735898266,AT2G39920,2,-1,protein_coding,na
AT2G23096,20.9964562575503,P4H13,2,-1,protein_coding,na
AT3G55880,20.9942332874344,SUE4,3,1,protein_coding,na
AT3G28340,20.9792621241462,GATL10,3,-1,protein_coding,na
AT1G28300,20.9724700364193,LEC2,1,-1,transcription_factor,ABI3VP1
AT3G59580,20.9700022971808,NLP9,3,1,transcription_factor,NLP
AT5G24470,20.9549885747256,APRR5,5,-1,protein_coding,na
AT2G47480,20.9525327839292,AT2G47480,2,-1,protein_coding,na
AT4G15236,20.9508298057139,AT4G15236,4,1,protein_coding,na
AT4G09890,20.9497486799799,AT4G09890,4,1,protein_coding,na
AT1G65880,20.9409567931888,AAE20,1,-1,protein_coding,na
AT1G05740,20.9408964121972,AT1G05740,1,1,protein_coding,na
AT3G17010,20.9177058180334,AT3G17010,3,1,transcription_factor,ABI3VP1
AT1G65110,20.9163183372069,AT1G65110,1,-1,transcription_factor,C2H2
