GeneID,gene.rank.h,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT1G67025,31.5376080427114,AT1G67025,1,-1,protein_coding,na
AT1G07025,31.4767400818183,AT1G07025,1,-1,protein_coding,na
AT2G11810,31.466818010127,MGD3,2,1,protein_coding,na
AT5G37050,31.4632513988025,AT5G37050,5,-1,protein_coding,na
AT5G40310,31.4293632704961,AT5G40310,5,-1,transcription_factor,C2H2
AT1G13608,31.4058765836143,AT1G13608,1,1,protein_coding,na
AT2G46880,31.3722082329322,PAP14,2,-1,protein_coding,na
AT3G57740,31.198949840722,AT3G57740,3,1,protein_coding,na
AT1G47770,30.9027829160064,AT1G47770,1,1,protein_coding,na
AT4G13320,30.8925684238064,AT4G13320,4,1,protein_coding,na
AT5G19470,30.8464581590064,NUDT24,5,1,protein_coding,na
AT2G41240,30.3485709102161,BHLH100,2,-1,transcription_factor,bHLH
AT1G24388,30.3205948535841,AT1G24388,1,-1,protein_coding,na
AT3G55810,30.3049669355035,AT3G55810,3,-1,protein_coding,na
AT1G08170,30.2933288732943,AT1G08170,1,-1,protein_coding,na
AT3G44460,30.0689857727881,DPBF2,3,-1,transcription_factor,bZIP
AT1G18330,29.9908303072187,RVE7,1,-1,transcription_factor,MYB-related
AT2G01554,29.9708960689545,AT2G01554,2,1,protein_coding,na
AT1G63340,29.9510300494533,AT1G63340,1,-1,protein_coding,na
AT5G05020,29.9183386255557,AT5G05020,5,-1,protein_coding,na
AT1G62690,29.8753581193131,AT1G62690,1,-1,protein_coding,na
AT3G07620,29.8527118749995,AT3G07620,3,-1,protein_coding,na
AT5G24550,29.7360383610802,BGLU32,5,-1,protein_coding,na
AT2G45135,29.5066330751753,AT2G45135,2,1,protein_coding,na
AT2G36760,29.476761963921,UGT73C2,2,-1,protein_coding,na
AT2G44581,29.3969816536159,AT2G44581,2,-1,protein_coding,na
AT4G18620,29.2482334393498,PYL13,4,1,protein_coding,na
AT1G79960,29.2346121281786,OFP14,1,-1,protein_coding,na
AT2G24780,29.2269768461073,AT2G24780,2,-1,protein_coding,na
AT4G20220,29.1947255099449,AT4G20220,4,1,protein_coding,na
AT2G34230,29.1482505371146,AT2G34230,2,1,transcription_factor,C2H2
AT2G28920,29.1386375510367,AT2G28920,2,1,transcription_factor,C3H
AT4G27530,29.1311003801103,AT4G27530,4,1,protein_coding,na
AT3G56970,29.1009766962622,ORG2,3,-1,transcription_factor,bHLH
AT3G28415,29.0611398956274,ABCB22,3,-1,protein_coding,na
AT1G60530,29.0338863395246,DRP4A,1,1,protein_coding,na
AT4G25350,29.0234848037433,PHO1-H4,4,-1,protein_coding,na
AT1G20735,28.9501099895976,AT1G20735,1,1,protein_coding,na
AT4G26460,28.8428497808633,AT4G26460,4,1,protein_coding,na
AT2G14580,28.6867675336181,PRB1,2,-1,protein_coding,na
AT1G66490,28.6663559474695,AT1G66490,1,-1,protein_coding,na
AT1G69540,28.630626770633,AGL94,1,-1,transcription_factor,MADS
AT3G03260,28.3874878077836,HDG8,3,-1,transcription_factor,Homeobox
AT1G01060,28.385607129042,LHY,1,-1,transcription_factor,MYB-related
AT5G46350,28.3550990408264,WRKY8,5,-1,transcription_factor,WRKY
AT5G09570,28.3253344289772,AT5G09570,5,1,protein_coding,na
AT1G55546,28.322146438184,AT1G55546,1,1,protein_coding,na
AT2G10450,28.2283868687981,AT2G10450,2,1,protein_coding,na
AT4G27920,28.1855515130198,PYL10,4,1,protein_coding,na
AT1G03240,28.1804174980769,AT1G03240,1,-1,protein_coding,na
AT5G33406,28.1212878493588,AT5G33406,5,-1,protein_coding,na
AT4G24890,28.0880401925573,PAP24,4,-1,protein_coding,na
AT2G30760,27.8746715180874,AT2G30760,2,-1,protein_coding,na
AT5G07930,27.8453721193234,MCT2,5,1,protein_coding,na
AT5G02730,27.8434539088114,AT5G02730,5,1,protein_coding,na
AT1G51870,27.7581241650482,AT1G51870,1,-1,protein_coding,na
AT5G10605,27.7225608900116,AT5G10605,5,-1,protein_coding,na
AT4G36460,27.6681136509189,AT4G36460,4,-1,protein_coding,na
AT2G23190,27.6516138774872,CYP81D7,2,1,protein_coding,na
AT2G47844,27.6459769360974,AT2G47844,2,1,protein_coding,na
AT2G23570,27.6331595771107,MES19,2,-1,protein_coding,na
AT1G01810,27.6095937240957,AT1G01810,1,1,protein_coding,na
AT1G04380,27.5708811544758,AT1G04380,1,-1,protein_coding,na
AT1G13530,27.5192217534395,AT1G13530,1,-1,protein_coding,na
AT1G62914,27.5185443319338,AT1G62914,1,1,protein_coding,na
AT5G06400,27.4148393911138,AT5G06400,5,1,protein_coding,na
AT1G73010,27.370311019842,PS2,1,-1,protein_coding,na
AT2G30300,27.3462145736373,AT2G30300,2,1,protein_coding,na
AT3G08636,27.3404276027755,AT3G08636,3,1,protein_coding,na
AT3G54150,27.3050321328241,AT3G54150,3,-1,protein_coding,na
AT1G70910,27.2850993856645,DEP,1,1,transcription_factor,C3H
AT1G01355,27.2121159486711,AT1G01355,1,1,protein_coding,na
AT4G09120,27.1995387461006,ATL36,4,1,protein_coding,na
AT1G12211,27.1528949536165,AT1G12211,1,-1,protein_coding,na
AT2G18690,27.1231146989886,AT2G18690,2,1,protein_coding,na
AT5G20790,27.032625698479,AT5G20790,5,-1,protein_coding,na
AT2G36695,27.0307640910455,AT2G36695,2,1,protein_coding,na
AT1G27570,27.0139676780749,AT1G27570,1,1,protein_coding,na
AT1G02440,27.0086156119083,ATARFD1A,1,-1,protein_coding,na
AT2G24255,26.9577667613624,AT2G24255,2,-1,protein_coding,na
AT4G36590,26.8760162172099,AT4G36590,4,-1,transcription_factor,MADS
AT1G30455,26.8542897552788,AT1G30455,1,1,protein_coding,na
AT2G21010,26.7735709456556,AT2G21010,2,1,protein_coding,na
AT3G01990,26.7622784714046,ACR6,3,1,protein_coding,na
AT1G75920,26.7573690043584,AT1G75920,1,1,protein_coding,na
AT2G02340,26.6883095670438,PP2B8,2,-1,protein_coding,na
AT1G50650,26.6236760296966,KRS,1,-1,protein_coding,na
AT1G47395,26.5904543955855,AT1G47395,1,1,protein_coding,na
AT1G48940,26.5737962502424,ENODL6,1,-1,protein_coding,na
AT3G46666,26.556354493489,AT3G46666,3,-1,protein_coding,na
AT3G10430,26.5139337099772,AT3G10430,3,-1,protein_coding,na
AT4G22105,26.5119652249864,SCRL26,4,-1,protein_coding,na
AT5G07780,26.5061736535856,FH19,5,1,protein_coding,na
AT3G15740,26.4811210020186,AT3G15740,3,-1,transcription_factor,C3H
AT2G27280,26.4631708380528,AT2G27280,2,-1,protein_coding,na
AT1G78840,26.4507442740191,AT1G78840,1,-1,protein_coding,na
AT4G13480,26.3862643709518,AtMYB79,4,1,transcription_factor,MYB
AT4G28350,26.2605488614772,LECRK72,4,1,protein_coding,na
AT5G26673,26.2532732992773,AT5G26673,5,1,protein_coding,na
AT2G37430,26.234237353991,ZAT11,2,1,transcription_factor,C2H2
AT1G20795,26.2286240019629,AT1G20795,1,-1,protein_coding,na
AT1G26140,26.22626656995,AT1G26140,1,-1,protein_coding,na
AT5G11080,26.2180757488822,AT5G11080,5,-1,protein_coding,na
AT4G03443,26.2162236975323,AT4G03443,4,1,protein_coding,na
AT2G36985,26.1694413286019,ROT4,2,-1,protein_coding,na
AT5G22794,26.1195122939112,AT5G22794,5,1,protein_coding,na
AT3G26930,26.0664730802204,AT3G26930,3,1,protein_coding,na
AT3G59190,25.9884360132794,AT3G59190,3,1,protein_coding,na
AT4G28815,25.9786725801834,BHLH127,4,1,transcription_factor,bHLH
AT3G11165,25.9468653266952,AT3G11165,3,-1,protein_coding,na
AT3G02390,25.9360916200057,AT3G02390,3,1,protein_coding,na
AT5G41610,25.922122827589,CHX18,5,-1,protein_coding,na
AT2G20510,25.9129340453748,ATTIM44-1,2,-1,protein_coding,na
AT5G02460,25.89325016544,DOF5.1,5,-1,transcription_factor,C2C2-Dof
AT4G21250,25.8899390278976,AT4G21250,4,1,protein_coding,na
AT4G20900,25.8361741282213,MS5,4,-1,protein_coding,na
AT5G60130,25.8277695083756,AT5G60130,5,-1,protein_coding,na
AT1G49640,25.8273045967829,CXE3,1,-1,protein_coding,na
AT5G21030,25.8096725789362,AT5G21030,5,-1,protein_coding,na
AT3G45000,25.8013748045217,VPS24-2,3,1,protein_coding,na
AT2G29100,25.7905971796163,ATGLR2.9,2,-1,protein_coding,na
AT5G08460,25.783912616873,AT5G08460,5,1,protein_coding,na
AT4G31940,25.781726650832,CYP82C4,4,1,protein_coding,na
AT1G19720,25.7812819755733,DYW7,1,-1,protein_coding,na
AT4G40020,25.7683828676616,AT4G40020,4,-1,protein_coding,na
AT4G28365,25.7626066546783,ENODL3,4,-1,protein_coding,na
AT5G28450,25.6753740744467,AT5G28450,5,-1,protein_coding,na
AT1G71420,25.6633405428199,PCMP-H70,1,-1,protein_coding,na
AT5G41470,25.6476104524965,AT5G41470,5,1,protein_coding,na
AT4G09690,25.5887251236612,AT4G09690,4,1,protein_coding,na
AT5G26320,25.5374847404873,AT5G26320,5,1,protein_coding,na
AT2G26960,25.516155105196,AtMYB81,2,-1,transcription_factor,MYB
AT1G24580,25.5125991142832,AT1G24580,1,1,protein_coding,na
AT4G01595,25.4996524095179,AT4G01595,4,-1,protein_coding,na
AT1G02610,25.4464300964006,AT1G02610,1,-1,protein_coding,na
AT4G08990,25.4454084250689,MET2,4,1,protein_coding,na
AT1G11560,25.4233331941234,OST3A,1,1,protein_coding,na
AT5G13080,25.4208415114563,WRKY75,5,-1,transcription_factor,WRKY
AT1G19850,25.3847329587545,ARF5,1,1,transcription_factor,ARF
AT1G02710,25.3822815431424,AT1G02710,1,-1,protein_coding,na
AT3G16130,25.3738360346862,ATROPGEF13,3,1,protein_coding,na
AT3G26445,25.3498656561402,AT3G26445,3,-1,protein_coding,na
AT5G07070,25.3466327320941,CIPK2,5,-1,protein_coding,na
AT3G06870,25.3282610553944,AT3G06870,3,-1,protein_coding,na
AT3G28470,25.2813339116289,MYB35,3,-1,transcription_factor,MYB
AT1G64010,25.2683896128955,AT1G64010,1,-1,protein_coding,na
AT3G29633,25.2275814048115,AT3G29633,3,-1,protein_coding,na
AT2G22860,25.2059839752071,PSK2,2,1,protein_coding,na
AT1G07520,25.2019049521762,AT1G07520,1,-1,transcription_factor,GRAS
AT3G24929,25.1912897215052,AT3G24929,3,1,protein_coding,na
AT1G69630,25.1510167161774,FBL13,1,-1,protein_coding,na
AT1G05670,25.0903240511012,AT1G05670,1,-1,protein_coding,na
AT3G15750,25.0842583955891,AT3G15750,3,1,protein_coding,na
AT5G06100,25.0667133681566,MYB33,5,1,transcription_factor,MYB
AT4G18720,25.0337806342007,AT4G18720,4,1,protein_coding,na
AT5G05365,25.026611151468,AT5G05365,5,1,protein_coding,na
AT5G22150,24.937154186172,AT5G22150,5,1,protein_coding,na
AT5G03545,24.9013557668833,AT4,5,1,protein_coding,na
AT2G46840,24.8144591531252,DUF4,2,-1,protein_coding,na
AT4G17710,24.7377852918607,HDG4,4,-1,transcription_factor,Homeobox
AT3G50610,24.699367721587,CEP9,3,-1,protein_coding,na
AT2G19710,24.6744007027465,AT2G19710,2,1,protein_coding,na
AT5G38750,24.6661675296129,AT5G38750,5,1,protein_coding,na
AT3G45130,24.6615165857733,LAS1,3,-1,protein_coding,na
AT1G27610,24.6363181435831,AT1G27610,1,-1,protein_coding,na
AT1G49940,24.6321176486733,AT1G49940,1,-1,protein_coding,na
AT1G68238,24.6153202249186,AT1G68238,1,1,protein_coding,na
AT2G03770,24.5650866549523,SOT13,2,-1,protein_coding,na
AT2G45350,24.520925775658,CRR4,2,-1,protein_coding,na
AT3G20880,24.5190769157925,WIP4,3,-1,transcription_factor,C2H2
AT2G04860,24.5086963512809,PCMP-E74,2,-1,protein_coding,na
AT5G09640,24.4799149488242,SCPL19,5,1,protein_coding,na
AT1G59790,24.404157202057,AT1G59790,1,1,protein_coding,na
AT1G13310,24.3903526112195,AT1G13310,1,-1,protein_coding,na
AT5G41860,24.2582025402551,AT5G41860,5,1,protein_coding,na
AT4G18450,24.2372468020554,ERF091,4,-1,transcription_factor,AP2-EREBP
AT1G18265,24.235489982157,AT1G18265,1,-1,protein_coding,na
AT5G26720,24.2297358228379,AT5G26720,5,1,protein_coding,na
AT3G17220,24.2218663069584,PMEI2,3,-1,protein_coding,na
AT2G44250,24.2048108366156,AT2G44250,2,1,protein_coding,na
AT4G05091,24.1707190801924,AT4G05091,4,1,protein_coding,na
AT1G21120,24.1690677737944,AT1G21120,1,-1,protein_coding,na
AT3G47100,24.1644871416007,AT3G47100,3,1,protein_coding,na
AT1G63550,24.159354967479,CRRSP9,1,1,protein_coding,na
AT4G37022,24.1554803208116,AT4G37022,4,1,protein_coding,na
AT5G17910,24.1543912267906,AT5G17910,5,1,protein_coding,na
AT2G21350,24.1509257727345,AT2G21350,2,-1,protein_coding,na
AT1G69010,24.1507726730565,BIM2,1,1,transcription_factor,bHLH
AT5G04080,24.123031508756,AT5G04080,5,1,protein_coding,na
AT2G34238,24.1188819461723,AT2G34238,2,1,protein_coding,na
AT1G35880,24.0991883441028,AT1G35880,1,-1,protein_coding,na
AT2G10975,24.0659276929513,AT2G10975,2,1,protein_coding,na
AT3G56660,24.0143687693072,BZIP49,3,-1,transcription_factor,bZIP
AT5G10680,24.0116096307309,AT5G10680,5,1,protein_coding,na
AT4G16960,24.003728199806,AT4G16960,4,-1,protein_coding,na
AT4G21390,23.9740821397639,B120,4,-1,protein_coding,na
AT4G08760,23.9578055561807,AT4G08760,4,-1,protein_coding,na
AT3G62320,23.9419011797069,AT3G62320,3,-1,protein_coding,na
AT1G52530,23.8990728877785,AT1G52530,1,1,protein_coding,na
AT1G52415,23.8981277646672,AT1G52415,1,1,protein_coding,na
AT1G79100,23.8782168902697,AT1G79100,1,1,protein_coding,na
AT4G36100,23.8763704203177,AT4G36100,4,1,protein_coding,na
AT5G41320,23.8386418265108,AT5G41320,5,1,protein_coding,na
AT5G66940,23.8376776471757,DOF5.8,5,-1,transcription_factor,C2C2-Dof
AT1G64820,23.7960990597424,DTX7,1,1,protein_coding,na
AT2G40000,23.7820227298618,HSPRO2,2,-1,protein_coding,na
AT2G02250,23.7667336931822,PP2B2,2,-1,protein_coding,na
AT1G67520,23.7626118564481,AT1G67520,1,-1,protein_coding,na
AT5G11190,23.7515542934744,SHN2,5,1,transcription_factor,AP2-EREBP
AT1G61410,23.7352760989127,AT1G61410,1,-1,protein_coding,na
AT1G03445,23.7163517586947,BSU1,1,-1,protein_coding,na
AT4G02075,23.7020115627759,PIT1,4,-1,protein_coding,na
AT4G02720,23.686989004274,AT4G02720,4,-1,protein_coding,na
AT4G04680,23.6821333106543,AT4G04680,4,1,protein_coding,na
AT2G23945,23.6504047829531,AT2G23945,2,-1,protein_coding,na
AT2G34185,23.6470689337555,AT2G34185,2,1,protein_coding,na
AT3G27710,23.6427704383207,ARI3,3,1,protein_coding,na
AT1G78690,23.6386489765248,AT1G78690,1,1,protein_coding,na
AT1G55720,23.6270790064513,ATCAX6,1,-1,protein_coding,na
AT1G15890,23.6228254440474,AT1G15890,1,1,protein_coding,na
AT2G23550,23.5764526991688,ATMES6,2,-1,protein_coding,na
AT1G34460,23.5719229056727,CYCB1;5,1,1,protein_coding,na
AT4G10930,23.568590837638,AT4G10930,4,-1,protein_coding,na
AT3G45670,23.5402854680976,AT3G45670,3,1,protein_coding,na
AT4G03565,23.5130324042132,AT4G03565,4,1,protein_coding,na
AT2G38890,23.505822954265,AT2G38890,2,1,protein_coding,na
AT1G08430,23.4805320387408,ALMT1,1,1,protein_coding,na
AT1G80960,23.480276950634,AT1G80960,1,1,protein_coding,na
AT3G10590,23.4624901903692,AT3G10590,3,-1,transcription_factor,MYB-related
AT3G11020,23.4475992694009,DREB2B,3,1,transcription_factor,AP2-EREBP
AT2G44850,23.4288352570562,AT2G44850,2,1,protein_coding,na
AT1G28300,23.4117561194449,LEC2,1,-1,transcription_factor,ABI3VP1
AT4G24204,23.4037074512623,AT4G24204,4,-1,protein_coding,na
AT1G47400,23.3736761839267,AT1G47400,1,1,protein_coding,na
AT3G46680,23.3723789308451,UGT76E6,3,-1,protein_coding,na
AT1G61820,23.3467601782003,BGLU46,1,1,protein_coding,na
AT2G31590,23.3451340246918,AT2G31590,2,-1,protein_coding,na
AT1G18200,23.3192451068818,RABA6B,1,-1,protein_coding,na
AT2G24040,23.3119099868262,AT2G24040,2,1,protein_coding,na
AT4G37608,23.2369940096673,AT4G37608,4,1,protein_coding,na
AT3G10815,23.2356764759119,AT3G10815,3,-1,protein_coding,na
AT3G47130,23.2098489765994,AT3G47130,3,1,protein_coding,na
AT2G01730,23.2043140089415,CPSF73-II,2,1,protein_coding,na
AT2G30680,23.2022076918378,AT2G30680,2,1,protein_coding,na
AT1G55770,23.1996509691535,AT1G55770,1,-1,protein_coding,na
AT3G15200,23.1924524600139,AT3G15200,3,-1,protein_coding,na
AT2G31100,23.1560526434683,AT2G31100,2,-1,nontranslating_CDS,na
AT5G07640,23.1514110527667,AT5G07640,5,1,protein_coding,na
AT1G76170,23.1401963817549,AT1G76170,1,-1,protein_coding,na
AT2G34540,23.1395216063083,AT2G34540,2,1,protein_coding,na
AT1G72060,23.1132819964664,AT1G72060,1,1,protein_coding,na
AT1G47920,23.1132745794234,AT1G47920,1,1,protein_coding,na
AT5G04210,23.1080384496772,AT5G04210,5,-1,protein_coding,na
AT1G59590,23.1039763166438,ZCF37,1,1,protein_coding,na
AT1G10710,23.0704870786064,PHS1,1,1,protein_coding,na
AT3G22860,23.0698019791276,TIF3C2,3,-1,protein_coding,na
AT1G42470,23.0692530994062,AT1G42470,1,1,protein_coding,na
AT5G11290,23.0636170054093,AT5G11290,5,1,protein_coding,na
AT3G14205,22.9723068220804,SAC2,3,-1,protein_coding,na
AT5G25910,22.9627851797803,AtRLP52,5,1,protein_coding,na
AT1G65130,22.9627811006237,AT1G65130,1,-1,transcription_factor,C2H2
AT5G16940,22.9577650782857,AT5G16940,5,-1,protein_coding,na
AT1G24210,22.9308493532645,AT1G24210,1,-1,protein_coding,na
AT4G20770,22.9065692098126,PCMP-E35,4,-1,protein_coding,na
AT1G67790,22.9055455138207,SEOC,1,-1,protein_coding,na
AT4G11690,22.8930472687715,AT4G11690,4,1,protein_coding,na
AT2G35345,22.8737147337643,AT2G35345,2,-1,protein_coding,na
AT1G76350,22.8559852470157,NLP5,1,1,transcription_factor,NLP
AT1G80320,22.8529843969332,AT1G80320,1,1,protein_coding,na
AT5G07910,22.8525715016436,AT5G07910,5,-1,protein_coding,na
AT3G06970,22.8428585552921,AT3G06970,3,-1,protein_coding,na
AT4G31630,22.8349304249913,REM4,4,-1,transcription_factor,REM
AT4G26090,22.8339715929611,RPS2,4,1,protein_coding,na
AT2G34370,22.8221476662914,PCMP-H25,2,1,protein_coding,na
AT1G59865,22.8154721056803,AT1G59865,1,-1,protein_coding,na
AT1G64580,22.8137199824289,AT1G64580,1,-1,protein_coding,na
AT1G48400,22.8123915481047,AT1G48400,1,-1,protein_coding,na
AT2G34580,22.8116687737474,AT2G34580,2,-1,protein_coding,na
AT1G08315,22.8024028720924,AT1G08315,1,-1,protein_coding,na
AT1G21620,22.7989460394318,APUM20,1,1,protein_coding,na
AT5G27020,22.7984929666374,AT5G27020,5,1,protein_coding,na
AT1G09860,22.7933731466646,PUP16,1,-1,protein_coding,na
AT4G02040,22.7812881595593,AT4G02040,4,1,protein_coding,na
AT4G13650,22.7686587531797,PCMP-H42,4,-1,protein_coding,na
AT3G13430,22.7534279177261,AT3G13430,3,1,protein_coding,na
AT2G27402,22.7463007260684,AT2G27402,2,1,protein_coding,na
AT1G12600,22.7369950735927,UTR4,1,-1,protein_coding,na
AT1G05340,22.73211050008,AT1G05340,1,-1,protein_coding,na
AT2G41451,22.7269560240806,AT2G41451,2,1,protein_coding,na
AT3G20450,22.7129529969178,AT3G20450,3,-1,protein_coding,na
AT5G39670,22.705510537544,CML45,5,1,protein_coding,na
AT5G25290,22.6823516881727,AT5G25290,5,1,protein_coding,na
AT5G42325,22.6382424454923,AT5G42325,5,-1,protein_coding,na
AT5G24600,22.5959523250628,AT5G24600,5,-1,protein_coding,na
AT5G02680,22.5506728864451,AT5G02680,5,1,protein_coding,na
AT2G18969,22.5421518993083,AT2G18969,2,-1,protein_coding,na
AT1G55390,22.5266413616397,AT1G55390,1,-1,protein_coding,na
AT1G67220,22.5259229953993,HAC2,1,1,protein_coding,na
AT5G42710,22.5238753289066,AT5G42710,5,1,protein_coding,na
AT1G76590,22.5122248287063,AT1G76590,1,1,protein_coding,na
AT1G23965,22.5107868646864,AT1G23965,1,-1,protein_coding,na
AT2G13960,22.5000329909305,AT2G13960,2,1,transcription_factor,MYB-related
AT2G27229,22.495920628944,AT2G27229,2,1,protein_coding,na
AT5G62470,22.4884030084388,MYB96,5,-1,transcription_factor,MYB
AT4G38310,22.4818972824179,AT4G38310,4,1,protein_coding,na
AT4G38825,22.4805880233859,AT4G38825,4,1,protein_coding,na
AT4G23960,22.4656943519789,AT4G23960,4,1,protein_coding,na
AT2G17210,22.4605944597982,PCMP-E77,2,-1,protein_coding,na
AT5G18360,22.4523292493626,AT5G18360,5,-1,protein_coding,na
AT1G78922,22.4462790955617,AT1G78922,1,-1,protein_coding,na
AT4G20370,22.4327967888141,TSF,4,-1,protein_coding,na
AT2G26600,22.4307541837359,AT2G26600,2,1,protein_coding,na
AT5G65130,22.4196382384711,AT5G65130,5,1,transcription_factor,AP2-EREBP
AT3G12770,22.4004445688544,PCMP-H43,3,-1,protein_coding,na
AT5G09470,22.3845093926958,PUMP6,5,-1,protein_coding,na
AT3G05340,22.3802324680178,PCMP-E83,3,-1,protein_coding,na
AT3G19700,22.378667454831,IKU2,3,1,protein_coding,na
AT1G32900,22.3570040899264,GBSS1,1,-1,protein_coding,na
AT5G11250,22.3436885198715,AT5G11250,5,-1,protein_coding,na
AT4G11070,22.3388021837298,WRKY41,4,1,transcription_factor,WRKY
AT4G01250,22.3346243872285,WRKY22,4,-1,transcription_factor,WRKY
AT3G11840,22.3096360889445,PUB24,3,-1,protein_coding,na
AT2G32390,22.3059269807454,GLR3.5,2,-1,protein_coding,na
AT1G26890,22.2851420435554,AT1G26890,1,1,protein_coding,na
AT1G64561,22.2816522196194,AT1G64561,1,-1,protein_coding,na
AT1G74360,22.2811582708145,AT1G74360,1,1,protein_coding,na
AT1G68230,22.2801224709037,RTNLB14,1,1,protein_coding,na
AT1G06030,22.2684676622062,AT1G06030,1,1,protein_coding,na
AT5G11970,22.2472068949788,AT5G11970,5,-1,protein_coding,na
AT3G30725,22.2405750255031,GDU6,3,1,protein_coding,na
AT5G23510,22.2371135281162,AT5G23510,5,1,protein_coding,na
AT3G09470,22.1865554939467,AT3G09470,3,-1,protein_coding,na
AT1G74700,22.1809729557027,TRZ1,1,1,protein_coding,na
AT3G62380,22.1791589250925,AT3G62380,3,-1,protein_coding,na
AT5G25930,22.1762109239311,AT5G25930,5,1,protein_coding,na
AT2G22850,22.1694031863018,AtbZIP6,2,-1,transcription_factor,bZIP
AT4G07940,22.1605154301823,AT4G07940,4,1,protein_coding,na
AT1G29600,22.1454209871012,AT1G29600,1,1,transcription_factor,C2H2
AT4G19550,22.1376789056947,AT4G19550,4,-1,protein_coding,na
AT5G23170,22.1372228601711,AT5G23170,5,-1,protein_coding,na
AT1G55325,22.1327909171066,GCT,1,1,protein_coding,na
AT2G30730,22.1143390882703,AT2G30730,2,1,protein_coding,na
AT3G59580,22.1107367242525,NLP9,3,1,transcription_factor,NLP
AT1G05770,22.1023737852533,JAL2,1,-1,protein_coding,na
AT3G30580,22.0854178753727,AT3G30580,3,-1,protein_coding,na
AT2G05270,22.0803309023033,AT2G05270,2,-1,protein_coding,na
AT2G33390,22.0210871254424,AT2G33390,2,1,protein_coding,na
AT4G11470,22.020167435919,CRK31,4,1,protein_coding,na
AT2G20030,22.0167908571105,ATL12,2,1,transcription_factor,C3H
AT4G23870,22.0131322960863,AT4G23870,4,1,protein_coding,na
AT1G77010,22.0097925628032,PCMP-E5,1,1,protein_coding,na
