Ensembl.Gene.ID,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT5G53860,EMB64,5,1,protein_coding,na
AT5G55300,TOP1ALPHA,5,-1,protein_coding,na
AT5G60100,PRR3,5,-1,protein_coding,na
AT5G66055,EMB16,5,-1,protein_coding,na
AT1G01010,ANAC001,1,1,transcription_factor,NAC
AT1G01020,ARV1,1,-1,protein_coding,na
AT1G01030,NGA3,1,-1,transcription_factor,ABI3VP1
AT1G01040,DCL1,1,1,protein_coding,na
AT1G01046,MIR838A,1,1,miRNA,na
AT1G01050,AtPPa1,1,-1,protein_coding,na
AT1G01060,LHY,1,-1,transcription_factor,MYB-related
AT1G01070,AT1G01070,1,-1,protein_coding,na
AT1G01073,AT1G01073,1,1,protein_coding,na
AT1G01080,AT1G01080,1,-1,protein_coding,na
AT1G01090,PDH-E1ALPHA,1,-1,protein_coding,na
AT1G01100,AT1G01100,1,-1,protein_coding,na
AT1G01110,IQD18,1,1,protein_coding,na
AT1G01115,AT1G01115,1,1,protein_coding,na
AT1G01120,KCS1,1,-1,protein_coding,na
AT1G01130,AT1G01130,1,-1,protein_coding,na
AT1G01140,CIPK9,1,-1,protein_coding,na
AT1G01150,AT1G01150,1,-1,protein_coding,na
AT1G01160,GIF2,1,1,protein_coding,na
AT1G01170,AT1G01170,1,-1,protein_coding,na
AT1G01180,AT1G01180,1,1,protein_coding,na
AT1G01183,MIR165A,1,-1,miRNA,na
AT1G01190,CYP78A8,1,-1,protein_coding,na
AT1G01200,ATRABA3,1,-1,protein_coding,na
AT1G01210,AT1G01210,1,1,protein_coding,na
AT1G01220,FKGP,1,1,protein_coding,na
AT1G01225,AT1G01225,1,1,protein_coding,na
AT1G01230,AT1G01230,1,1,protein_coding,na
AT1G01240,AT1G01240,1,1,protein_coding,na
AT1G01250,AT1G01250,1,-1,transcription_factor,AP2-EREBP
AT1G01260,AT1G01260,1,1,transcription_factor,bHLH
AT1G01270,AT1G01270,1,-1,tRNA,na
AT1G01280,CYP703A2,1,1,protein_coding,na
AT1G01290,CNX3,1,1,protein_coding,na
AT1G01300,AT1G01300,1,1,protein_coding,na
AT1G01305,AT1G01305,1,1,protein_coding,na
AT1G01310,AT1G01310,1,1,protein_coding,na
AT1G01320,AT1G01320,1,-1,protein_coding,na
AT1G01340,CNGC10,1,-1,protein_coding,na
AT1G01350,AT1G01350,1,1,transcription_factor,C2H2
AT1G01355,AT1G01355,1,1,protein_coding,na
AT1G01360,RCAR1,1,1,protein_coding,na
AT1G01370,HTR12,1,1,protein_coding,na
AT1G01380,ETC1,1,1,transcription_factor,MYB-related
AT1G01390,AT1G01390,1,-1,protein_coding,na
AT1G01400,AT1G01400,1,-1,protein_coding,na
AT1G01410,APUM22,1,1,protein_coding,na
AT1G01420,UGT72B3,1,-1,protein_coding,na
AT1G01430,TBL25,1,-1,protein_coding,na
AT1G01440,AT1G01440,1,-1,protein_coding,na
AT1G01448,AT1G01448,1,1,ncRNA,na
AT1G01450,AT1G01450,1,-1,protein_coding,na
AT1G01453,AT1G01453,1,-1,protein_coding,na
AT1G01460,ATPIPK11,1,1,protein_coding,na
AT1G01470,LEA14,1,-1,protein_coding,na
AT1G01471,AT1G01471,1,1,protein_coding,na
AT1G01480,ACS2,1,1,protein_coding,na
AT1G01490,AT1G01490,1,-1,protein_coding,na
AT1G01500,AT1G01500,1,1,protein_coding,na
AT1G01510,AN,1,1,protein_coding,na
AT1G01520,AT1G01520,1,1,transcription_factor,MYB-related
AT1G01530,AGL28,1,-1,transcription_factor,MADS
AT1G01540,AT1G01540,1,1,protein_coding,na
AT1G01550,BPS1,1,1,protein_coding,na
AT1G01560,ATMPK11,1,1,protein_coding,na
AT1G01570,AT1G01570,1,1,protein_coding,na
AT1G01580,FRO2,1,1,protein_coding,na
AT1G01590,FRO1,1,1,protein_coding,na
AT1G01600,CYP86A4,1,1,protein_coding,na
AT1G01610,ATGPAT4,1,-1,protein_coding,na
AT1G01620,PIP1C,1,-1,protein_coding,na
AT1G01630,AT1G01630,1,1,protein_coding,na
AT1G01640,AT1G01640,1,-1,protein_coding,na
AT1G01650,SPPL4,1,-1,protein_coding,na
AT1G01660,AT1G01660,1,-1,protein_coding,na
AT1G01670,AT1G01670,1,-1,protein_coding,na
AT1G01680,ATPUB54,1,-1,protein_coding,na
AT1G01690,ATPRD3,1,1,protein_coding,na
AT1G01695,AT1G01695,1,1,protein_coding,na
AT1G01700,ATROPGEF2,1,-1,protein_coding,na
AT1G01710,AT1G01710,1,1,protein_coding,na
AT1G01720,ATAF1,1,1,transcription_factor,NAC
AT1G01725,AT1G01725,1,-1,protein_coding,na
AT1G01730,AT1G01730,1,1,protein_coding,na
AT1G01740,AT1G01740,1,-1,protein_coding,na
AT1G01750,ADF11,1,1,protein_coding,na
AT1G01760,AT1G01760,1,-1,protein_coding,na
AT1G01770,AT1G01770,1,1,protein_coding,na
AT1G01780,AT1G01780,1,1,protein_coding,na
AT1G01790,KEA1,1,1,protein_coding,na
AT1G01800,AT1G01800,1,1,protein_coding,na
AT1G01810,AT1G01810,1,1,protein_coding,na
AT1G01820,PEX11C,1,-1,protein_coding,na
AT1G01830,AT1G01830,1,-1,protein_coding,na
AT1G01840,AT1G01840,1,1,protein_coding,na
AT1G01860,PFC1,1,-1,protein_coding,na
AT1G01870,AT1G01870,1,1,tRNA,na
AT1G01880,AT1G01880,1,-1,protein_coding,na
AT1G01890,AT1G01890,1,-1,tRNA,na
AT1G01900,ATSBT1.1,1,1,protein_coding,na
AT1G01910,AT1G01910,1,-1,protein_coding,na
AT1G01920,AT1G01920,1,1,protein_coding,na
AT1G01930,AT1G01930,1,-1,transcription_factor,C2H2
AT1G01940,AT1G01940,1,1,protein_coding,na
AT1G01950,ARK2,1,1,protein_coding,na
AT1G01960,EDA10,1,-1,protein_coding,na
AT1G01970,AT1G01970,1,1,protein_coding,na
AT1G01980,AT1G01980,1,-1,protein_coding,na
AT1G01990,AT1G01990,1,-1,protein_coding,na
AT1G02000,GAE2,1,1,protein_coding,na
AT1G02010,SEC1A,1,1,protein_coding,na
AT1G02020,AT1G02020,1,-1,protein_coding,na
AT1G02030,AT1G02030,1,-1,transcription_factor,C2H2
AT1G02040,AT1G02040,1,-1,transcription_factor,C2H2
AT1G02050,LAP6,1,-1,protein_coding,na
AT1G02060,AT1G02060,1,-1,protein_coding,na
AT1G02065,SPL8,1,1,transcription_factor,SBP
AT1G02070,AT1G02070,1,-1,protein_coding,na
AT1G02074,AT1G02074,1,1,protein_coding,na
AT1G02080,AT1G02080,1,1,protein_coding,na
AT1G02090,FUS5,1,-1,protein_coding,na
AT1G02100,AT1G02100,1,1,protein_coding,na
AT1G02110,AT1G02110,1,1,protein_coding,na
AT1G02120,VAD1,1,1,protein_coding,na
AT1G02130,ATRAB1B,1,-1,protein_coding,na
AT1G02136,AT1G02136,1,-1,pseudogene,na
AT1G02140,MEE63,1,-1,protein_coding,na
AT1G02145,ALG12,1,1,protein_coding,na
AT1G02150,AT1G02150,1,1,protein_coding,na
AT1G02160,AT1G02160,1,1,protein_coding,na
AT1G02170,LOL3,1,1,protein_coding,na
AT1G02180,AT1G02180,1,-1,protein_coding,na
AT1G02190,AT1G02190,1,1,protein_coding,na
AT1G02205,CER1,1,1,protein_coding,na
AT1G02210,AT1G02210,1,-1,protein_coding,na
AT1G02220,ANAC003,1,-1,transcription_factor,NAC
AT1G02228,AT1G02228,1,-1,transposable_element_gene,na
AT1G02230,ANAC004,1,-1,transcription_factor,NAC
AT1G02250,anac005,1,-1,transcription_factor,NAC
AT1G02260,AT1G02260,1,-1,protein_coding,na
AT1G02270,AT1G02270,1,-1,protein_coding,na
AT1G02280,TOC33,1,-1,protein_coding,na
AT1G02290,AT1G02290,1,-1,protein_coding,na
AT1G02300,AT1G02300,1,1,protein_coding,na
AT1G02305,AT1G02305,1,1,protein_coding,na
AT1G02310,MAN1,1,-1,protein_coding,na
AT1G02320,AT1G02320,1,1,protein_coding,na
AT1G02330,AT1G02330,1,-1,protein_coding,na
AT1G02335,GL22,1,-1,protein_coding,na
AT1G02340,HFR1,1,-1,transcription_factor,bHLH
AT1G02350,AT1G02350,1,1,protein_coding,na
AT1G02360,AT1G02360,1,-1,protein_coding,na
AT1G02370,AT1G02370,1,1,protein_coding,na
AT1G02380,AT1G02380,1,1,protein_coding,na
AT1G02390,ATGPAT2,1,1,protein_coding,na
AT1G02391,AT1G02391,1,-1,protein_coding,na
AT1G02400,ATGA2OX4,1,1,protein_coding,na
AT1G02405,AT1G02405,1,-1,protein_coding,na
AT1G02410,AT1G02410,1,1,protein_coding,na
AT1G02420,AT1G02420,1,1,protein_coding,na
AT1G02430,ATARFD1B,1,-1,protein_coding,na
AT1G02440,ATARFD1A,1,-1,protein_coding,na
AT1G02450,NIMIN1,1,-1,protein_coding,na
AT1G02460,AT1G02460,1,-1,protein_coding,na
AT1G02470,AT1G02470,1,-1,protein_coding,na
AT1G02475,AT1G02475,1,-1,protein_coding,na
AT1G02480,AT1G02480,1,1,tRNA,na
AT1G02490,AT1G02490,1,1,protein_coding,na
AT1G02500,SAM1,1,1,protein_coding,na
AT1G02510,KCO4,1,-1,protein_coding,na
AT1G02520,PGP11,1,1,protein_coding,na
AT1G02530,PGP12,1,1,protein_coding,na
AT1G02540,AT1G02540,1,-1,protein_coding,na
AT1G02550,AT1G02550,1,1,protein_coding,na
AT1G02560,CLPP5,1,1,protein_coding,na
AT1G02570,AT1G02570,1,1,protein_coding,na
AT1G02575,AT1G02575,1,1,protein_coding,na
AT1G02580,MEA,1,1,protein_coding,na
AT1G02590,AT1G02590,1,-1,protein_coding,na
AT1G02600,AT1G02600,1,1,tRNA,na
AT1G02610,AT1G02610,1,-1,protein_coding,na
AT1G02620,AT1G02620,1,1,protein_coding,na
AT1G02630,AT1G02630,1,-1,protein_coding,na
AT1G02640,BXL2,1,1,protein_coding,na
AT1G02650,AT1G02650,1,1,protein_coding,na
AT1G02660,AT1G02660,1,-1,protein_coding,na
AT1G02670,AT1G02670,1,1,protein_coding,na
AT1G02680,TAF13,1,1,protein_coding,na
AT1G02681,AT1G02681,1,1,pseudogene,na
AT1G02690,IMPA-6,1,1,protein_coding,na
AT1G02700,AT1G02700,1,1,protein_coding,na
AT1G02710,AT1G02710,1,-1,protein_coding,na
AT1G02720,GATL5,1,1,protein_coding,na
AT1G02730,ATCSLD5,1,-1,protein_coding,na
AT1G02740,AT1G02740,1,-1,protein_coding,na
AT1G02750,AT1G02750,1,1,protein_coding,na
AT1G02760,AT1G02760,1,1,tRNA,na
AT1G02770,AT1G02770,1,-1,protein_coding,na
AT1G02780,emb2386,1,-1,protein_coding,na
AT1G02790,PGA4,1,-1,protein_coding,na
AT1G02800,ATCEL2,1,-1,protein_coding,na
AT1G02810,AT1G02810,1,1,protein_coding,na
AT1G02813,AT1G02813,1,1,protein_coding,na
AT1G02816,AT1G02816,1,1,protein_coding,na
AT1G02820,AT1G02820,1,-1,protein_coding,na
AT1G02830,AT1G02830,1,-1,protein_coding,na
AT1G02840,SR1,1,1,protein_coding,na
AT1G02850,BGLU11,1,1,protein_coding,na
AT1G02860,NLA,1,1,protein_coding,na
AT1G02870,AT1G02870,1,-1,protein_coding,na
AT1G02880,TPK1,1,-1,protein_coding,na
AT1G02890,AT1G02890,1,-1,protein_coding,na
AT1G02900,RALFL1,1,-1,protein_coding,na
AT1G02910,LPA1,1,-1,protein_coding,na
AT1G02920,ATGSTF7,1,-1,protein_coding,na
AT1G02930,GSTF6,1,-1,protein_coding,na
AT1G02940,ATGSTF5,1,-1,protein_coding,na
AT1G02950,ATGSTF4,1,-1,protein_coding,na
AT1G02952,AT1G02952,1,1,ncRNA,na
AT1G02960,AT1G02960,1,-1,protein_coding,na
AT1G02965,AT1G02965,1,-1,protein_coding,na
AT1G02970,WEE1,1,1,protein_coding,na
AT1G02980,CUL2,1,1,protein_coding,na
AT1G02990,AT1G02990,1,-1,protein_coding,na
AT1G03000,PEX6,1,-1,protein_coding,na
AT1G03010,AT1G03010,1,1,protein_coding,na
AT1G03020,AT1G03020,1,-1,protein_coding,na
AT1G03022,AT1G03022,1,1,protein_coding,na
AT1G03030,AT1G03030,1,1,protein_coding,na
AT1G03040,AT1G03040,1,-1,transcription_factor,bHLH
AT1G03050,AT1G03050,1,1,protein_coding,na
AT1G03055,AT1G03055,1,-1,protein_coding,na
AT1G03060,SPI,1,-1,protein_coding,na
AT1G03070,AT1G03070,1,1,protein_coding,na
AT1G03080,AT1G03080,1,-1,protein_coding,na
AT1G03090,MCCA,1,1,protein_coding,na
AT1G03100,AT1G03100,1,-1,protein_coding,na
AT1G03103,AT1G03103,1,1,protein_coding,na
AT1G03106,AT1G03106,1,-1,protein_coding,na
AT1G03110,TRM82,1,1,protein_coding,na
AT1G03120,ATRAB28,1,1,protein_coding,na
AT1G03130,PSAD-2,1,-1,protein_coding,na
AT1G03140,AT1G03140,1,-1,protein_coding,na
AT1G03150,AT1G03150,1,1,protein_coding,na
AT1G03160,FZL,1,1,protein_coding,na
AT1G03170,AT1G03170,1,1,protein_coding,na
AT1G03180,AT1G03180,1,1,protein_coding,na
AT1G03190,ATXPD,1,1,protein_coding,na
AT1G03200,AT1G03200,1,1,protein_coding,na
AT1G03210,AT1G03210,1,1,protein_coding,na
AT1G03220,AT1G03220,1,1,protein_coding,na
AT1G03230,AT1G03230,1,1,protein_coding,na
AT1G03240,AT1G03240,1,-1,protein_coding,na
AT1G03250,AT1G03250,1,-1,protein_coding,na
AT1G03260,AT1G03260,1,-1,protein_coding,na
AT1G03270,AT1G03270,1,1,protein_coding,na
AT1G03280,AT1G03280,1,1,protein_coding,na
AT1G03290,AT1G03290,1,1,protein_coding,na
AT1G03300,ATDUF1,1,-1,protein_coding,na
AT1G03310,ATISA2,1,1,protein_coding,na
AT1G03320,AT1G03320,1,1,protein_coding,na
AT1G03330,AT1G03330,1,-1,protein_coding,na
AT1G03340,AT1G03340,1,1,protein_coding,na
AT1G03350,AT1G03350,1,-1,protein_coding,na
AT1G03360,ATRRP4,1,1,protein_coding,na
AT1G03365,AT1G03365,1,1,protein_coding,na
AT1G03370,AT1G03370,1,1,protein_coding,na
AT1G03380,ATATG18G,1,1,protein_coding,na
AT1G03390,AT1G03390,1,-1,protein_coding,na
AT1G03400,AT1G03400,1,-1,protein_coding,na
AT1G03410,2A6,1,-1,protein_coding,na
AT1G03420,Sadhu4-2,1,1,transposable_element_gene,na
AT1G03430,AHP5,1,1,protein_coding,na
AT1G03440,AT1G03440,1,1,protein_coding,na
AT1G03445,BSU1,1,-1,protein_coding,na
AT1G03457,AT1G03457,1,-1,protein_coding,na
AT1G03470,AT1G03470,1,-1,protein_coding,na
AT1G03475,LIN2,1,-1,protein_coding,na
AT1G03490,ANAC006,1,1,protein_coding,na
AT1G03495,AT1G03495,1,1,protein_coding,na
AT1G03502,AT1G03502,1,-1,snoRNA,na
AT1G03506,AT1G03506,1,-1,snoRNA,na
AT1G03510,AT1G03510,1,-1,protein_coding,na
AT1G03515,AT1G03515,1,1,tRNA,na
AT1G03520,AT1G03520,1,-1,protein_coding,na
AT1G03530,ATNAF1,1,-1,protein_coding,na
AT1G03540,AT1G03540,1,1,protein_coding,na
AT1G03545,AT1G03545,1,1,ncRNA,na
AT1G03550,AT1G03550,1,-1,protein_coding,na
AT1G03560,AT1G03560,1,-1,protein_coding,na
AT1G03570,AT1G03570,1,1,tRNA,na
AT1G03580,AT1G03580,1,1,pseudogene,na
AT1G03590,AT1G03590,1,-1,protein_coding,na
AT1G03600,PSB27,1,1,protein_coding,na
AT1G03610,AT1G03610,1,1,protein_coding,na
AT1G03620,AT1G03620,1,-1,protein_coding,na
AT1G03630,PORC,1,1,protein_coding,na
AT1G03640,AT1G03640,1,-1,tRNA,na
AT1G03650,AT1G03650,1,-1,protein_coding,na
AT1G03660,AT1G03660,1,-1,protein_coding,na
AT1G03670,AT1G03670,1,-1,protein_coding,na
AT1G03680,ATHM1,1,-1,protein_coding,na
AT1G03687,AT1G03687,1,1,protein_coding,na
AT1G03700,AT1G03700,1,1,protein_coding,na
AT1G03710,AT1G03710,1,1,protein_coding,na
AT1G03720,AT1G03720,1,-1,protein_coding,na
AT1G03730,AT1G03730,1,-1,protein_coding,na
AT1G03740,AT1G03740,1,1,protein_coding,na
AT1G03743,AT1G03743,1,-1,snoRNA,na
AT1G03746,AT1G03746,1,-1,snoRNA,na
AT1G03750,CHR9,1,1,protein_coding,na
AT1G03760,AT1G03760,1,-1,protein_coding,na
AT1G03770,RING1B,1,1,protein_coding,na
AT1G03780,TPX2,1,-1,protein_coding,na
AT1G03790,SOM,1,1,protein_coding,na
AT1G03800,ERF10,1,-1,transcription_factor,AP2-EREBP
AT1G03810,AT1G03810,1,1,protein_coding,na
AT1G03820,AT1G03820,1,-1,protein_coding,na
AT1G03830,AT1G03830,1,-1,protein_coding,na
AT1G03840,MGP,1,-1,transcription_factor,C2H2
AT1G03850,AT1G03850,1,-1,protein_coding,na
AT1G03860,ATPHB2,1,-1,protein_coding,na
AT1G03870,FLA9,1,-1,protein_coding,na
AT1G03880,CRU2,1,1,protein_coding,na
AT1G03890,AT1G03890,1,1,protein_coding,na
AT1G03900,ATNAP4,1,1,protein_coding,na
AT1G03905,AT1G03905,1,1,protein_coding,na
AT1G03910,AT1G03910,1,1,protein_coding,na
AT1G03920,AT1G03920,1,1,protein_coding,na
AT1G03930,ADK1,1,1,protein_coding,na
AT1G03935,AT1G03935,1,1,snoRNA,na
AT1G03940,AT1G03940,1,-1,protein_coding,na
AT1G03950,VPS2.3,1,-1,protein_coding,na
AT1G03960,AT1G03960,1,1,protein_coding,na
AT1G03970,GBF4,1,1,transcription_factor,bZIP
AT1G03980,ATPCS2,1,-1,protein_coding,na
AT1G03982,AT1G03982,1,-1,protein_coding,na
AT1G03990,AT1G03990,1,1,protein_coding,na
AT1G04000,AT1G04000,1,-1,protein_coding,na
AT1G04010,PSAT1,1,-1,protein_coding,na
AT1G04020,ATBARD1,1,1,protein_coding,na
AT1G04030,AT1G04030,1,1,protein_coding,na
AT1G04040,AT1G04040,1,-1,protein_coding,na
AT1G04050,SUVR1,1,-1,protein_coding,na
AT1G04070,TOM22-I,1,-1,protein_coding,na
AT1G04080,PRP39,1,1,protein_coding,na
AT1G04090,AT1G04090,1,1,protein_coding,na
AT1G04100,IAA10,1,1,protein_coding,na
AT1G04110,SDD1,1,-1,protein_coding,na
AT1G04120,MRP5,1,-1,protein_coding,na
AT1G04130,TPR2,1,1,protein_coding,na
AT1G04140,AT1G04140,1,-1,protein_coding,na
AT1G04150,AT1G04150,1,-1,protein_coding,na
AT1G04160,XIB,1,1,protein_coding,na
AT1G04170,EIF2GAMMA,1,1,protein_coding,na
AT1G04171,AT1G04171,1,-1,protein_coding,na
AT1G04180,YUC9,1,1,protein_coding,na
AT1G04190,TPR3,1,-1,protein_coding,na
AT1G04200,AT1G04200,1,1,protein_coding,na
AT1G04210,AT1G04210,1,1,protein_coding,na
AT1G04220,KCS2,1,-1,protein_coding,na
AT1G04230,AT1G04230,1,1,protein_coding,na
AT1G04240,SHY2,1,-1,protein_coding,na
AT1G04250,AXR3,1,1,protein_coding,na
AT1G04260,MPI7,1,-1,protein_coding,na
AT1G04270,RPS15,1,-1,protein_coding,na
AT1G04280,AT1G04280,1,-1,protein_coding,na
AT1G04290,AT1G04290,1,-1,protein_coding,na
AT1G04295,AT1G04295,1,1,ncRNA,na
AT1G04300,AT1G04300,1,-1,protein_coding,na
AT1G04310,ERS2,1,-1,protein_coding,na
AT1G04320,AT1G04320,1,1,tRNA,na
AT1G04330,AT1G04330,1,-1,protein_coding,na
AT1G04340,AT1G04340,1,-1,protein_coding,na
AT1G04350,AT1G04350,1,1,protein_coding,na
AT1G04360,AT1G04360,1,-1,transcription_factor,C3H
AT1G04370,ATERF14,1,1,transcription_factor,AP2-EREBP
AT1G04380,AT1G04380,1,-1,protein_coding,na
AT1G04390,AT1G04390,1,-1,protein_coding,na
AT1G04400,CRY2,1,-1,protein_coding,na
AT1G04410,AT1G04410,1,-1,protein_coding,na
AT1G04420,AT1G04420,1,1,protein_coding,na
AT1G04425,AT1G04425,1,1,ncRNA,na
AT1G04430,AT1G04430,1,1,protein_coding,na
AT1G04440,CKL13,1,1,protein_coding,na
AT1G04445,AT1G04445,1,1,transcription_factor,C2H2
AT1G04450,RIC3,1,1,protein_coding,na
AT1G04457,AT1G04457,1,-1,pseudogene,na
AT1G04470,AT1G04470,1,-1,protein_coding,na
AT1G04480,AT1G04480,1,1,protein_coding,na
AT1G04490,AT1G04490,1,-1,protein_coding,na
AT1G04500,AT1G04500,1,-1,protein_coding,na
AT1G04501,AT1G04501,1,1,protein_coding,na
AT1G04510,MAC3A,1,1,protein_coding,na
AT1G04520,PDLP2,1,1,protein_coding,na
AT1G04530,TPR4,1,-1,protein_coding,na
AT1G04540,AT1G04540,1,1,protein_coding,na
AT1G04550,IAA12,1,1,protein_coding,na
AT1G04555,AT1G04555,1,1,protein_coding,na
AT1G04560,AT1G04560,1,1,protein_coding,na
AT1G04570,AT1G04570,1,-1,protein_coding,na
AT1G04580,AAO4,1,-1,protein_coding,na
AT1G04590,AT1G04590,1,-1,protein_coding,na
AT1G04600,XIA,1,1,protein_coding,na
AT1G04610,YUC3,1,1,protein_coding,na
AT1G04620,AT1G04620,1,-1,protein_coding,na
AT1G04625,AT1G04625,1,-1,protein_coding,na
AT1G04630,MEE4,1,-1,protein_coding,na
AT1G04635,EMB1687,1,1,protein_coding,na
AT1G04640,LIP2,1,1,protein_coding,na
AT1G04645,AT1G04645,1,-1,protein_coding,na
AT1G04650,AT1G04650,1,-1,protein_coding,na
AT1G04660,AT1G04660,1,-1,protein_coding,na
AT1G04670,AT1G04670,1,1,protein_coding,na
AT1G04680,AT1G04680,1,-1,protein_coding,na
AT1G04684,AT1G04684,1,-1,protein_coding,na
AT1G04690,KAB1,1,1,protein_coding,na
AT1G04700,AT1G04700,1,1,protein_coding,na
AT1G04710,KAT1,1,1,protein_coding,na
AT1G04720,AT1G04720,1,1,tRNA,na
AT1G04730,CTF18,1,-1,protein_coding,na
AT1G04750,VAMP7B,1,-1,protein_coding,na
AT1G04760,ATVAMP726,1,1,protein_coding,na
AT1G04770,AT1G04770,1,-1,protein_coding,na
AT1G04778,AT1G04778,1,1,protein_coding,na
AT1G04780,AT1G04780,1,-1,protein_coding,na
AT1G04790,AT1G04790,1,1,transcription_factor,C3H
AT1G04800,AT1G04800,1,-1,protein_coding,na
AT1G04810,AT1G04810,1,1,protein_coding,na
AT1G04820,TUA4,1,-1,protein_coding,na
AT1G04830,AT1G04830,1,-1,protein_coding,na
AT1G04840,AT1G04840,1,-1,protein_coding,na
AT1G04850,AT1G04850,1,-1,transcription_factor,C2H2
AT1G04860,UBP2,1,-1,protein_coding,na
AT1G04870,PRMT10,1,-1,protein_coding,na
AT1G04880,AT1G04880,1,-1,transcription_factor,ARID
AT1G04890,AT1G04890,1,-1,protein_coding,na
AT1G04900,AT1G04900,1,1,protein_coding,na
AT1G04910,AT1G04910,1,-1,protein_coding,na
AT1G04920,ATSPS3F,1,-1,protein_coding,na
AT1G04930,AT1G04930,1,-1,protein_coding,na
AT1G04940,TIC20,1,1,protein_coding,na
AT1G04945,AT1G04945,1,1,protein_coding,na
AT1G04950,TAFII59,1,-1,protein_coding,na
AT1G04960,AT1G04960,1,-1,protein_coding,na
AT1G04970,AT1G04970,1,1,protein_coding,na
AT1G04980,ATPDIL2-2,1,-1,protein_coding,na
AT1G04985,AT1G04985,1,-1,protein_coding,na
AT1G04990,AT1G04990,1,-1,transcription_factor,C3H
AT1G05000,AT1G05000,1,1,protein_coding,na
AT1G05010,EFE,1,-1,protein_coding,na
AT1G05020,AT1G05020,1,-1,protein_coding,na
AT1G05030,AT1G05030,1,-1,protein_coding,na
AT1G05040,AT1G05040,1,-1,protein_coding,na
AT1G05055,ATGTF2H2,1,-1,protein_coding,na
AT1G05060,AT1G05060,1,-1,protein_coding,na
AT1G05061,AT1G05061,1,-1,pseudogene,na
